Temps(s)	Vx(m/s)	Q (m3/s)	Piston 1		Piston 2	Piston 3	Piston 4	Piston 5	Piston 6
0,3192	0,284489	8,04374E-06	8,04374E-06	8,04374E-06	3,9281E-05	3,24204E-05	0	0	0
0,3196	0,191946	5,42715E-06	5,42715E-06	5,42715E-06	3,82364E-05	3,40519E-05	0	0	0
0,32	0,098646	2,78915E-06	2,78915E-06	2,78915E-06	3,70409E-05	3,5549E-05	0	0	0
0,3204	0,004957	1,40156E-07	1,40156E-07	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06	0	0
0,3208	-0,088752	-2,5094E-06	0	0	3,42167E-05	3,81171E-05	5,14904E-06	0	0
0,3212	-0,18211	-5,14904E-06	0	0	3,25991E-05	3,91778E-05	7,76837E-06	0	0
0,3216	-0,27475	-7,76837E-06	0	0	3,08528E-05	4,0084E-05	1,03571E-05	0	0
0,322	-0,366306	-1,03571E-05	0	0	2,89848E-05	4,08319E-05	1,29049E-05	0	0
0,3224	-0,456416	-1,29049E-05	0	0	2,70024E-05	4,14187E-05	1,54017E-05	0	0
0,3228	-0,544724	-1,54017E-05	0	0	2,49134E-05	4,18421E-05	1,78378E-05	0	0
0,3232	-0,630883	-1,78378E-05	0	0	2,27261E-05	4,21003E-05	2,02035E-05	0	0
0,3236	-0,714552	-2,02035E-05	0	0	2,04491E-05	4,21923E-05	2,24894E-05	0	0
0,324	-0,795401	-2,24894E-05	0	0	1,80914E-05	4,21178E-05	2,46866E-05	0	0
0,3244	-0,873111	-2,46866E-05	0	0	1,56623E-05	4,18772E-05	2,67864E-05	0	0
0,3248	-0,947375	-2,67864E-05	0	0	1,31714E-05	4,14712E-05	2,87804E-05	0	0
0,3252	-1,0179	-2,87804E-05	0	0	1,06285E-05	4,09016E-05	3,06609E-05	0	0
0,3256	-1,084409	-3,06609E-05	0	0	8,04374E-06	4,01706E-05	3,24204E-05	0	0
0,326	-1,146637	-3,24204E-05	0	0	5,42715E-06	3,9281E-05	3,40519E-05	0	0
0,3264	-1,20434	-3,40519E-05	0	0	2,78915E-06	3,82364E-05	3,5549E-05	0	0
0,3268	-1,25729	-3,5549E-05	0	0	1,40156E-07	3,70409E-05	3,69059E-05	0	0
0,3272	-1,305279	-3,69059E-05	0	0	0	3,56993E-05	3,81171E-05	2,5094E-06	0
0,3276	-1,348116	-3,81171E-05	0	0	0	3,42167E-05	3,91778E-05	5,14904E-06	0
0,328	-1,385632	-3,91778E-05	0	0	0	3,25991E-05	4,0084E-05	7,76837E-06	0
0,3284	-1,41768	-4,0084E-05	0	0	0	3,08528E-05	4,08319E-05	1,03571E-05	0
0,3288	-1,444133	-4,08319E-05	0	0	0	2,89848E-05	4,14187E-05	1,29049E-05	0
0,3292	-1,464887	-4,14187E-05	0	0	0	2,70024E-05	4,18421E-05	1,54017E-05	0
0,3296	-1,47986	-4,18421E-05	0	0	0	2,49134E-05	4,21003E-05	1,78378E-05	0
0,33	-1,488992	-4,21003E-05	0	0	0	2,27261E-05	4,21923E-05	2,02035E-05	0
0,3304	-1,492248	-4,21923E-05	0	0	0	2,04491E-05	4,21178E-05	2,24894E-05	0
0,3308	-1,489614	-4,21178E-05	0	0	0	1,80914E-05	4,18772E-05	2,46866E-05	0
0,3312	-1,481102	-4,18772E-05	0	0	0	1,56623E-05	4,14712E-05	2,67864E-05	0
0,3316	-1,466745	-4,14712E-05	0	0	0	1,31714E-05	4,09016E-05	2,87804E-05	0
0,332	-1,446599	-4,09016E-05	0	0	0	1,06285E-05	4,01706E-05	3,06609E-05	0
0,3324	-1,420744	-4,01706E-05	0	0	0	8,04374E-06	3,9281E-05	3,24204E-05	0
0,3328	-1,389282	-3,9281E-05	0	0	0	5,42715E-06	3,82364E-05	3,40519E-05	0
0,3332	-1,352337	-3,82364E-05	0	0	0	2,78915E-06	3,70409E-05	3,5549E-05	0
0,3336	-1,310055	-3,70409E-05	0	0	0	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06
0,334	-1,262603	-3,56993E-05	0	0	0	0	3,42167E-05	3,81171E-05	5,14904E-06
0,3344	-1,210167	-3,42167E-05	0	0	0	0	3,25991E-05	3,91778E-05	7,76837E-06
0,3348	-1,152956	-3,25991E-05	0	0	0	0	3,08528E-05	4,0084E-05	1,03571E-05
0,3352	-1,091195	-3,08528E-05	0	0	0	0	2,89848E-05	4,08319E-05	1,29049E-05
0,3356	-1,025127	-2,89848E-05	0	0	0	0	2,70024E-05	4,14187E-05	1,54017E-05
0,336	-0,955014	-2,70024E-05	0	0	0	0	2,49134E-05	4,18421E-05	1,78378E-05
0,3364	-0,881131	-2,49134E-05	0	0	0	0	2,27261E-05	4,21003E-05	2,02035E-05
0,3368	-0,803772	-2,27261E-05	0	0	0	0	2,04491E-05	4,21923E-05	2,24894E-05
0,3372	-0,72324	-2,04491E-05	0	0	0	0	1,80914E-05	4,21178E-05	2,46866E-05
0,3376	-0,639853	-1,80914E-05	0	0	0	0	1,56623E-05	4,18772E-05	2,67864E-05
0,338	-0,553942	-1,56623E-05	0	0	0	0	1,31714E-05	4,14712E-05	2,87804E-05
0,3384	-0,465844	-1,31714E-05	0	0	0	0	1,06285E-05	4,09016E-05	3,06609E-05
0,3388	-0,375908	-1,06285E-05	0	0	0	0	8,04374E-06	4,01706E-05	3,24204E-05
0,3392	-0,284489	-8,04374E-06	0	0	0	0	5,42715E-06	3,9281E-05	3,40519E-05
0,3396	-0,191946	-5,42715E-06	0	0	0	0	2,78915E-06	3,82364E-05	3,5549E-05
0,34	-0,098646	-2,78915E-06	0	0	0	0	1,40156E-07	3,70409E-05	3,69059E-05
0,3404	-0,004957	-1,40156E-07	0	0	0	0	0	3,56993E-05	3,81171E-05
0,3408	0,088752	2,5094E-06	2,5094E-06	2,5094E-06	0	0	0	3,42167E-05	3,91778E-05
0,3412	0,18211	5,14904E-06	5,14904E-06	5,14904E-06	0	0	0	3,25991E-05	4,0084E-05
0,3416	0,27475	7,76837E-06	7,76837E-06	7,76837E-06	0	0	0	3,08528E-05	4,08319E-05
0,342	0,366306	1,03571E-05	1,03571E-05	1,03571E-05	0	0	0	2,89848E-05	4,14187E-05
0,3424	0,456416	1,29049E-05	1,29049E-05	1,29049E-05	0	0	0	2,70024E-05	4,18421E-05
0,3428	0,544724	1,54017E-05	1,54017E-05	1,54017E-05	0	0	0	2,49134E-05	4,21003E-05
0,3432	0,630883	1,78378E-05	1,78378E-05	1,78378E-05	0	0	0	2,27261E-05	4,21923E-05
0,3436	0,714552	2,02035E-05	2,02035E-05	2,02035E-05	0	0	0	2,04491E-05	4,21178E-05
0,344	0,795401	2,24894E-05	2,24894E-05	2,24894E-05	0	0	0	1,80914E-05	4,18772E-05
0,3444	0,873111	2,46866E-05	2,46866E-05	2,46866E-05	0	0	0	1,56623E-05	4,14712E-05
0,3448	0,947375	2,67864E-05	2,67864E-05	2,67864E-05	0	0	0	1,31714E-05	4,09016E-05
0,3452	1,0179	2,87804E-05	2,87804E-05	2,87804E-05	0	0	0	1,06285E-05	4,01706E-05
0,3456	1,084409	3,06609E-05	3,06609E-05	3,06609E-05	0	0	0	8,04374E-06	3,9281E-05
0,346	1,146637	3,24204E-05	3,24204E-05	3,24204E-05	0	0	0	5,42715E-06	3,82364E-05
0,3464	1,20434	3,40519E-05	3,40519E-05	3,40519E-05	0	0	0	2,78915E-06	3,70409E-05
0,3468	1,25729	3,5549E-05	3,5549E-05	3,5549E-05	0	0	0	1,40156E-07	3,56993E-05
0,3472	1,305279	3,69059E-05	3,69059E-05	3,69059E-05	2,5094E-06	0	0	0	3,42167E-05
0,3476	1,348116	3,81171E-05	3,81171E-05	3,81171E-05	5,14904E-06	0	0	0	3,25991E-05
0,348	1,385632	3,91778E-05	3,91778E-05	3,91778E-05	7,76837E-06	0	0	0	3,08528E-05
0,3484	1,41768	4,0084E-05	4,0084E-05	4,0084E-05	1,03571E-05	0	0	0	2,89848E-05
0,3488	1,444133	4,08319E-05	4,08319E-05	4,08319E-05	1,29049E-05	0	0	0	2,70024E-05
0,3492	1,464887	4,14187E-05	4,14187E-05	4,14187E-05	1,54017E-05	0	0	0	2,49134E-05
0,3496	1,47986	4,18421E-05	4,18421E-05	4,18421E-05	1,78378E-05	0	0	0	2,27261E-05
0,35	1,488992	4,21003E-05	4,21003E-05	4,21003E-05	2,02035E-05	0	0	0	2,04491E-05
0,3504	1,492248	4,21923E-05	4,21923E-05	4,21923E-05	2,24894E-05	0	0	0	1,80914E-05
0,3508	1,489614	4,21178E-05	4,21178E-05	4,21178E-05	2,46866E-05	0	0	0	1,56623E-05
0,3512	1,481102	4,18772E-05	4,18772E-05	4,18772E-05	2,67864E-05	0	0	0	1,31714E-05
0,3516	1,466745	4,14712E-05	4,14712E-05	4,14712E-05	2,87804E-05	0	0	0	1,06285E-05
0,352	1,446599	4,09016E-05	4,09016E-05	4,09016E-05	3,06609E-05	0	0	0	8,04374E-06
0,3524	1,420744	4,01706E-05	4,01706E-05	4,01706E-05	3,24204E-05	0	0	0	5,42715E-06
0,3528	1,389282	3,9281E-05	3,9281E-05	3,9281E-05	3,40519E-05	0	0	0	2,78915E-06
0,3532	1,352337	3,82364E-05	3,82364E-05	3,82364E-05	3,5549E-05	0	0	0	1,40156E-07
0,3536	1,310055	3,70409E-05	3,70409E-05	3,70409E-05	3,69059E-05	0	0	0	0
0,354	1,262603	3,56993E-05	3,56993E-05	3,56993E-05	3,81171E-05	2,5094E-06	0	0	0
0,3544	1,210167	3,42167E-05	3,42167E-05	3,42167E-05	3,91778E-05	5,14904E-06	0	0	0
0,3548	1,152956	3,25991E-05	3,25991E-05	3,25991E-05	4,0084E-05	7,76837E-06	0	0	0
0,3552	1,091195	3,08528E-05	3,08528E-05	3,08528E-05	4,08319E-05	1,03571E-05	0	0	0
0,3556	1,025127	2,89848E-05	2,89848E-05	2,89848E-05	4,14187E-05	1,29049E-05	0	0	0
0,356	0,955014	2,70024E-05	2,70024E-05	2,70024E-05	4,18421E-05	1,54017E-05	0	0	0
0,3564	0,881131	2,49134E-05	2,49134E-05	2,49134E-05	4,21003E-05	1,78378E-05	0	0	0
0,3568	0,803772	2,27261E-05	2,27261E-05	2,27261E-05	4,21923E-05	2,02035E-05	0	0	0
0,3572	0,72324	2,04491E-05	2,04491E-05	2,04491E-05	4,21178E-05	2,24894E-05	0	0	0
0,3576	0,639853	1,80914E-05	1,80914E-05	1,80914E-05	4,18772E-05	2,46866E-05	0	0	0
0,358	0,553942	1,56623E-05	1,56623E-05	1,56623E-05	4,14712E-05	2,67864E-05	0	0	0
0,3584	0,465844	1,31714E-05	1,31714E-05	1,31714E-05	4,09016E-05	2,87804E-05	0	0	0
0,3588	0,375908	1,06285E-05	1,06285E-05	1,06285E-05	4,01706E-05	3,06609E-05	0	0	0
0,3592	0,284489	8,04374E-06	8,04374E-06	8,04374E-06	3,9281E-05	3,24204E-05	0	0	0
0,3596	0,191946	5,42715E-06	5,42715E-06	5,42715E-06	3,82364E-05	3,40519E-05	0	0	0
0,36	0,098646	2,78915E-06	2,78915E-06	2,78915E-06	3,70409E-05	3,5549E-05	0	0	0
0,3604	0,004957	1,40156E-07	1,40156E-07	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06	0	0
0,3608	-0,088752	-2,5094E-06	0	0	3,42167E-05	3,81171E-05	5,14904E-06	0	0
0,3612	-0,18211	-5,14904E-06	0	0	3,25991E-05	3,91778E-05	7,76837E-06	0	0
0,3616	-0,27475	-7,76837E-06	0	0	3,08528E-05	4,0084E-05	1,03571E-05	0	0
0,362	-0,366306	-1,03571E-05	0	0	2,89848E-05	4,08319E-05	1,29049E-05	0	0
0,3624	-0,456416	-1,29049E-05	0	0	2,70024E-05	4,14187E-05	1,54017E-05	0	0
0,3628	-0,544724	-1,54017E-05	0	0	2,49134E-05	4,18421E-05	1,78378E-05	0	0
0,3632	-0,630883	-1,78378E-05	0	0	2,27261E-05	4,21003E-05	2,02035E-05	0	0
0,3636	-0,714552	-2,02035E-05	0	0	2,04491E-05	4,21923E-05	2,24894E-05	0	0
0,364	-0,795401	-2,24894E-05	0	0	1,80914E-05	4,21178E-05	2,46866E-05	0	0
0,3644	-0,873111	-2,46866E-05	0	0	1,56623E-05	4,18772E-05	2,67864E-05	0	0
0,3648	-0,947375	-2,67864E-05	0	0	1,31714E-05	4,14712E-05	2,87804E-05	0	0
0,3652	-1,0179	-2,87804E-05	0	0	1,06285E-05	4,09016E-05	3,06609E-05	0	0
0,3656	-1,084409	-3,06609E-05	0	0	8,04374E-06	4,01706E-05	3,24204E-05	0	0
0,366	-1,146637	-3,24204E-05	0	0	5,42715E-06	3,9281E-05	3,40519E-05	0	0
0,3664	-1,20434	-3,40519E-05	0	0	2,78915E-06	3,82364E-05	3,5549E-05	0	0
0,3668	-1,25729	-3,5549E-05	0	0	1,40156E-07	3,70409E-05	3,69059E-05	0	0
0,3672	-1,305279	-3,69059E-05	0	0	0	3,56993E-05	3,81171E-05	2,5094E-06	0
0,3676	-1,348116	-3,81171E-05	0	0	0	3,42167E-05	3,91778E-05	5,14904E-06	0
0,368	-1,385632	-3,91778E-05	0	0	0	3,25991E-05	4,0084E-05	7,76837E-06	0
0,3684	-1,41768	-4,0084E-05	0	0	0	3,08528E-05	4,08319E-05	1,03571E-05	0
0,3688	-1,444133	-4,08319E-05	0	0	0	2,89848E-05	4,14187E-05	1,29049E-05	0
0,3692	-1,464887	-4,14187E-05	0	0	0	2,70024E-05	4,18421E-05	1,54017E-05	0
0,3696	-1,47986	-4,18421E-05	0	0	0	2,49134E-05	4,21003E-05	1,78378E-05	0
0,37	-1,488992	-4,21003E-05	0	0	0	2,27261E-05	4,21923E-05	2,02035E-05	0
0,3704	-1,492248	-4,21923E-05	0	0	0	2,04491E-05	4,21178E-05	2,24894E-05	0
0,3708	-1,489614	-4,21178E-05	0	0	0	1,80914E-05	4,18772E-05	2,46866E-05	0
0,3712	-1,481102	-4,18772E-05	0	0	0	1,56623E-05	4,14712E-05	2,67864E-05	0
0,3716	-1,466745	-4,14712E-05	0	0	0	1,31714E-05	4,09016E-05	2,87804E-05	0
0,372	-1,446599	-4,09016E-05	0	0	0	1,06285E-05	4,01706E-05	3,06609E-05	0
0,3724	-1,420744	-4,01706E-05	0	0	0	8,04374E-06	3,9281E-05	3,24204E-05	0
0,3728	-1,389282	-3,9281E-05	0	0	0	5,42715E-06	3,82364E-05	3,40519E-05	0
0,3732	-1,352337	-3,82364E-05	0	0	0	2,78915E-06	3,70409E-05	3,5549E-05	0
0,3736	-1,310055	-3,70409E-05	0	0	0	1,40156E-07	3,56993E-05	3,69059E-05	2,5094E-06
0,374	-1,262603	-3,56993E-05	0	0	0	0	3,42167E-05	3,81171E-05	5,14904E-06
0,3744	-1,210167	-3,42167E-05	0	0	0	0	3,25991E-05	3,91778E-05	7,76837E-06
0,3748	-1,152956	-3,25991E-05	0	0	0	0	3,08528E-05	4,0084E-05	1,03571E-05
0,3752	-1,091195	-3,08528E-05	0	0	0	0	2,89848E-05	4,08319E-05	1,29049E-05
0,3756	-1,025127	-2,89848E-05	0	0	0	0	2,70024E-05	4,14187E-05	1,54017E-05
0,376	-0,955014	-2,70024E-05	0	0	0	0	2,49134E-05	4,18421E-05	1,78378E-05
0,3764	-0,881131	-2,49134E-05	0	0	0	0	2,27261E-05	4,21003E-05	2,02035E-05
0,3768	-0,803772	-2,27261E-05	0	0	0	0	2,04491E-05	4,21923E-05	2,24894E-05
0,3772	-0,72324	-2,04491E-05	0	0	0	0	1,80914E-05	4,21178E-05	2,46866E-05
0,3776	-0,639853	-1,80914E-05	0	0	0	0	1,56623E-05	4,18772E-05	2,67864E-05
0,378	-0,553942	-1,56623E-05	0	0	0	0	1,31714E-05	4,14712E-05	2,87804E-05
0,3784	-0,465844	-1,31714E-05	0	0	0	0	1,06285E-05	4,09016E-05	3,06609E-05
0,3788	-0,375908	-1,06285E-05	0	0	0	0	8,04374E-06	4,01706E-05	3,24204E-05
0,3792	-0,284489	-8,04374E-06	0	0	0	0	5,42715E-06	3,9281E-05	3,40519E-05
0,3796	-0,191946	-5,42715E-06	0	0	0	0	2,78915E-06	3,82364E-05	3,5549E-05
0,38	-0,098646	-2,78915E-06	0	0	0	0	1,40156E-07	3,70409E-05	3,69059E-05
0,3804	-0,004957	-1,40156E-07	0	0	0	0	0	3,56993E-05	3,81171E-05
0,3808	0,088752	2,5094E-06	2,5094E-06	2,5094E-06	0	0	0	3,42167E-05	3,91778E-05
0,3812	0,18211	5,14904E-06	5,14904E-06	5,14904E-06	0	0	0	3,25991E-05	4,0084E-05
0,3816	0,27475	7,76837E-06	7,76837E-06	7,76837E-06	0	0	0	3,08528E-05	4,08319E-05
0,382	0,366306	1,03571E-05	1,03571E-05	1,03571E-05	0	0	0	2,89848E-05	4,14187E-05
0,3824	0,456416	1,29049E-05	1,29049E-05	1,29049E-05	0	0	0	2,70024E-05	4,18421E-05
0,3828	0,544724	1,54017E-05	1,54017E-05	1,54017E-05	0	0	0	2,49134E-05	4,21003E-05
0,3832	0,630883	1,78378E-05	1,78378E-05	1,78378E-05	0	0	0	2,27261E-05	4,21923E-05
0,3836	0,714552	2,02035E-05	2,02035E-05	2,02035E-05	0	0	0	2,04491E-05	4,21178E-05
0,384	0,795401	2,24894E-05	2,24894E-05	2,24894E-05	0	0	0	1,80914E-05	4,18772E-05
0,3844	0,873111	2,46866E-05	2,46866E-05	2,46866E-05	0	0	0	1,56623E-05	4,14712E-05
0,3848	0,947375	2,67864E-05	2,67864E-05	2,67864E-05	0	0	0	1,31714E-05	4,09016E-05
0,3852	1,0179	2,87804E-05	2,87804E-05	2,87804E-05	0	0	0	1,06285E-05	4,01706E-05
0,3856	1,084409	3,06609E-05	3,06609E-05	3,06609E-05	0	0	0	8,04374E-06	3,9281E-05
0,386	1,146637	3,24204E-05	3,24204E-05	3,24204E-05	0	0	0	5,42715E-06	3,82364E-05
0,3864	1,20434	3,40519E-05	3,40519E-05	3,40519E-05	0	0	0	2,78915E-06	3,70409E-05
0,3868	1,25729	3,5549E-05	3,5549E-05	3,5549E-05	0	0	0	1,40156E-07	3,56993E-05
0,3872	1,305279	3,69059E-05	3,69059E-05	3,69059E-05	2,5094E-06	0	0	0	3,42167E-05
0,3876	1,348116	3,81171E-05	3,81171E-05	3,81171E-05	5,14904E-06	0	0	0	3,25991E-05
0,388	1,385632	3,91778E-05	3,91778E-05	3,91778E-05	7,76837E-06	0	0	0	3,08528E-05
0,3884	1,41768	4,0084E-05	4,0084E-05	4,0084E-05	1,03571E-05	0	0	0	2,89848E-05
0,3888	1,444133	4,08319E-05	4,08319E-05	4,08319E-05	1,29049E-05	0	0	0	2,70024E-05
0,3892	1,464887	4,14187E-05	4,14187E-05	4,14187E-05	1,54017E-05	0	0	0	2,49134E-05
0,3896	1,47986	4,18421E-05	4,18421E-05	4,18421E-05	1,78378E-05	0	0	0	2,27261E-05
0,39	1,488992	4,21003E-05	4,21003E-05	4,21003E-05	2,02035E-05	0	0	0	2,04491E-05
0,3904	1,492248	4,21923E-05	4,21923E-05	4,21923E-05	2,24894E-05	0	0	0	1,80914E-05
0,3908	1,489614	4,21178E-05	4,21178E-05	4,21178E-05	2,46866E-05	0	0	0	1,56623E-05
0,3912	1,481102	4,18772E-05	4,18772E-05	4,18772E-05	2,67864E-05	0	0	0	1,31714E-05
0,3916	1,466745	4,14712E-05	4,14712E-05	4,14712E-05	2,87804E-05	0	0	0	1,06285E-05
0,392	1,446599	4,09016E-05	4,09016E-05	4,09016E-05	3,06609E-05	0	0	0	8,04374E-06
0,3924	1,420744	4,01706E-05	4,01706E-05	4,01706E-05	3,24204E-05	0	0	0	5,42715E-06
0,3928	1,389282	3,9281E-05	3,9281E-05	3,9281E-05	3,40519E-05	0	0	0	2,78915E-06
0,3932	1,352337	3,82364E-05	3,82364E-05	3,82364E-05	3,5549E-05	0	0	0	1,40156E-07
0,3936	1,310055	3,70409E-05	3,70409E-05	3,70409E-05	3,69059E-05	0	0	0	0
0,394	1,262603	3,56993E-05	3,56993E-05	3,56993E-05	3,81171E-05	2,5094E-06	0	0	0
0,3944	1,210167	3,42167E-05	3,42167E-05	3,42167E-05	3,91778E-05	5,14904E-06	0	0	0
0,3948	1,152956	3,25991E-05	3,25991E-05	3,25991E-05	4,0084E-05	7,76837E-06	0	0	0
0,3952	1,091195	3,08528E-05	3,08528E-05	3,08528E-05	4,08319E-05	1,03571E-05	0	0	0
0,3956	1,025127	2,89848E-05	2,89848E-05	2,89848E-05	4,14187E-05	1,29049E-05	0	0	0
0,396	0,955014	2,70024E-05	2,70024E-05	2,70024E-05	4,18421E-05	1,54017E-05	0	0	0
0,3964	0,881131	2,49134E-05	2,49134E-05	2,49134E-05	4,21003E-05	1,78378E-05	0	0	0
0,3968	0,803772	2,27261E-05	2,27261E-05	2,27261E-05	4,21923E-05	2,02035E-05	0	0	0
0,3972	0,72324	2,04491E-05	2,04491E-05	2,04491E-05	4,21178E-05	2,24894E-05	0	0	0
0,3976	0,639853	1,80914E-05	1,80914E-05	1,80914E-05	4,18772E-05	2,46866E-05	0	0	0
0,398	0,553942	1,56623E-05	1,56623E-05	1,56623E-05	4,14712E-05	2,67864E-05	0	0	0
0,3984	0,465844	1,31714E-05	1,31714E-05	1,31714E-05	4,09016E-05	2,87804E-05	0	0	0
0,3988	0,375908	1,06285E-05	1,06285E-05	1,06285E-05	4,01706E-05	3,06609E-05	0	0	0
0,3992	0,284489	8,04374E-06	8,04374E-06	8,04374E-06	3,9281E-05	3,24204E-05	0	0	0
0,3996	0,191946	5,42715E-06	5,42715E-06	5,42715E-06	3,82364E-05	3,40519E-05	0	0	0
0,4	0,098646	2,78915E-06	2,78915E-06	2,78915E-06	3,70409E-05	3,5549E-05	0	0	0
					3,56993E-05	3,69059E-05	2,5094E-06	0	0
Valeur	mini	ordonnée	=		3,42167E-05	3,81171E-05	5,14904E-06	0	0
Valeur	maxi	ordonnée	=		3,25991E-05	3,91778E-05	7,76837E-06	0	0
					3,08528E-05	4,0084E-05	1,03571E-05	0	0
					2,89848E-05	4,08319E-05	1,29049E-05	0	0
					2,70024E-05	4,14187E-05	1,54017E-05	0	0
					2,49134E-05	4,18421E-05	1,78378E-05	0	0
					2,27261E-05	4,21003E-05	2,02035E-05	0	0
					2,04491E-05	4,21923E-05	2,24894E-05	0	0
					1,80914E-05	4,21178E-05	2,46866E-05	0	0
					1,56623E-05	4,18772E-05	2,67864E-05	0	0
					1,31714E-05	4,14712E-05	2,87804E-05	0	0
					1,06285E-05	4,09016E-05	3,06609E-05	0	0
					8,04374E-06	4,01706E-05	3,24204E-05	0	0
					5,42715E-06	3,9281E-05	3,40519E-05	0	0
					2,78915E-06	3,82364E-05	3,5549E-05	0	0
						3,70409E-05	3,69059E-05	0	0
						3,56993E-05	3,81171E-05	2,5094E-06	0
						3,42167E-05	3,91778E-05	5,14904E-06	0
						3,25991E-05	4,0084E-05	7,76837E-06	0
						3,08528E-05	4,08319E-05	1,03571E-05	0
						2,89848E-05	4,14187E-05	1,29049E-05	0
						2,70024E-05	4,18421E-05	1,54017E-05	0
						2,49134E-05	4,21003E-05	1,78378E-05	0
						2,27261E-05	4,21923E-05	2,02035E-05	0
						2,04491E-05	4,21178E-05	2,24894E-05	0
						1,80914E-05	4,18772E-05	2,46866E-05	0
						1,56623E-05	4,14712E-05	2,67864E-05	0
						1,31714E-05	4,09016E-05	2,87804E-05	0
						1,06285E-05	4,01706E-05	3,06609E-05	0
						8,04374E-06	3,9281E-05	3,24204E-05	0
						5,42715E-06	3,82364E-05	3,40519E-05	0
						2,78915E-06	3,70409E-05	3,5549E-05	0
							3,56993E-05	3,69059E-05	2,5094E-06
							3,42167E-05	3,81171E-05	5,14904E-06
							3,25991E-05	3,91778E-05	7,76837E-06
							3,08528E-05	4,0084E-05	1,03571E-05
							2,89848E-05	4,08319E-05	1,29049E-05
							2,70024E-05	4,14187E-05	1,54017E-05
							2,49134E-05	4,18421E-05	1,78378E-05
							2,27261E-05	4,21003E-05	2,02035E-05
							2,04491E-05	4,21923E-05	2,24894E-05
							1,80914E-05	4,21178E-05	2,46866E-05
							1,56623E-05	4,18772E-05	2,67864E-05
							1,31714E-05	4,14712E-05	2,87804E-05
							1,06285E-05	4,09016E-05	3,06609E-05
							8,04374E-06	4,01706E-05	3,24204E-05
							5,42715E-06	3,9281E-05	3,40519E-05
							2,78915E-06	3,82364E-05	3,5549E-05
								3,70409E-05	3,69059E-05
								3,56993E-05	3,81171E-05
								3,42167E-05	3,91778E-05
								3,25991E-05	4,0084E-05
								3,08528E-05	4,08319E-05
								2,89848E-05	4,14187E-05
								2,70024E-05	4,18421E-05
								2,49134E-05	4,21003E-05
								2,27261E-05	4,21923E-05
								2,04491E-05	4,21178E-05
								1,80914E-05	4,18772E-05
								1,56623E-05	4,14712E-05
								1,31714E-05	4,09016E-05
								1,06285E-05	4,01706E-05
								8,04374E-06	3,9281E-05
								5,42715E-06	3,82364E-05
								2,78915E-06	3,70409E-05
									3,56993E-05
									3,42167E-05
									3,25991E-05
									3,08528E-05
									2,89848E-05
									2,70024E-05
									2,49134E-05
									2,27261E-05
									2,04491E-05
									1,80914E-05
									1,56623E-05
									1,31714E-05
									1,06285E-05
									8,04374E-06
									5,42715E-06
									2,78915E-06
